strain	virus	date	region	country_exposure	date_submitted	lineage
hCoV-19/USA/NY-NYCPHL-001376/2020_EPI_ISL_683987_2020-11-16	ncov	2020-11-16	North America	?	2030-03-22	B.1.1.247
hCoV-19/USA/NY-NYCPHL-001378/2020_EPI_ISL_683988_2020-11-17	ncov	2020-11-17	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001380/2020_EPI_ISL_683989_2020-11-17	ncov	2020-11-17	North America	?	2030-03-22	B.1.1.29
hCoV-19/USA/NY-NYCPHL-001384/2020_EPI_ISL_683990_2020-11-17	ncov	2020-11-17	North America	?	2030-03-22	B.1.369
hCoV-19/USA/NY-NYCPHL-001386/2020_EPI_ISL_683991_2020-11-17	ncov	2020-11-17	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-001387/2020_EPI_ISL_683992_2020-11-17	ncov	2020-11-17	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-001390/2020_EPI_ISL_683993_2020-11-17	ncov	2020-11-17	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001392/2020_EPI_ISL_683994_2020-11-17	ncov	2020-11-17	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-001395/2020_EPI_ISL_683995_2020-11-17	ncov	2020-11-17	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001396/2020_EPI_ISL_683996_2020-11-18	ncov	2020-11-18	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001645/2020_EPI_ISL_823900_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001644/2020_EPI_ISL_823901_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.160
hCoV-19/USA/NY-NYCPHL-001643/2020_EPI_ISL_823902_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.160
hCoV-19/USA/NY-NYCPHL-001642/2020_EPI_ISL_823903_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001641/2020_EPI_ISL_823904_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.234
hCoV-19/USA/NY-NYCPHL-001638/2020_EPI_ISL_823905_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001636/2020_EPI_ISL_823906_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001635/2020_EPI_ISL_823907_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001634/2020_EPI_ISL_823908_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	C.16
hCoV-19/USA/NY-NYCPHL-001633/2020_EPI_ISL_823909_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.1.64
hCoV-19/USA/NY-NYCPHL-001632/2020_EPI_ISL_823910_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001631/2020_EPI_ISL_823911_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001630/2020_EPI_ISL_823912_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.234
hCoV-19/USA/NY-NYCPHL-001629/2020_EPI_ISL_823913_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001628/2020_EPI_ISL_823914_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-001627/2020_EPI_ISL_823915_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001626/2020_EPI_ISL_823916_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001625/2020_EPI_ISL_823917_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001624/2020_EPI_ISL_823918_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001622/2020_EPI_ISL_823919_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001621/2020_EPI_ISL_823920_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001620/2020_EPI_ISL_823921_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001619/2020_EPI_ISL_823922_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001618/2020_EPI_ISL_823923_2020-12-07	ncov	2020-12-07	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001611/2020_EPI_ISL_823930_2020-12-04	ncov	2020-12-04	North America	?	2030-03-22	B.1.1.244
hCoV-19/USA/NY-NYCPHL-001608/2020_EPI_ISL_823933_2020-12-04	ncov	2020-12-04	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001607/2020_EPI_ISL_823934_2020-12-04	ncov	2020-12-04	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001572/2020_EPI_ISL_823968_2020-12-01	ncov	2020-12-01	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001571/2020_EPI_ISL_823969_2020-12-01	ncov	2020-12-01	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001569/2020_EPI_ISL_823970_2020-11-19	ncov	2020-11-19	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001567/2020_EPI_ISL_823971_2020-11-19	ncov	2020-11-19	North America	?	2030-03-22	B.1.306
hCoV-19/USA/NY-NYCPHL-001566/2020_EPI_ISL_823972_2020-11-06	ncov	2020-11-06	North America	?	2030-03-22	B.1.3
hCoV-19/USA/NY-NYCPHL-001565/2020_EPI_ISL_823973_2020-11-20	ncov	2020-11-20	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001563/2020_EPI_ISL_823974_2020-11-05	ncov	2020-11-05	North America	?	2030-03-22	B.1.1.85
hCoV-19/USA/NY-NYCPHL-001562/2020_EPI_ISL_823975_2020-11-04	ncov	2020-11-04	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002053/2020_EPI_ISL_857290_2020-12-27	ncov	2020-12-27	North America	?	2030-03-22	B.1.361
hCoV-19/USA/NY-NYCPHL-002047/2020_EPI_ISL_857291_2020-12-26	ncov	2020-12-26	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-002051/2020_EPI_ISL_857292_2020-12-26	ncov	2020-12-26	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-002061/2020_EPI_ISL_857293_2020-12-26	ncov	2020-12-26	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002048/2020_EPI_ISL_857294_2020-12-25	ncov	2020-12-25	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002050/2020_EPI_ISL_857295_2020-12-25	ncov	2020-12-25	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-002058/2020_EPI_ISL_857296_2020-12-24	ncov	2020-12-24	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-002059/2020_EPI_ISL_857297_2020-12-24	ncov	2020-12-24	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-002060/2020_EPI_ISL_857298_2020-12-24	ncov	2020-12-24	North America	?	2030-03-22	B.1.1
hCoV-19/USA/NY-NYCPHL-002067/2020_EPI_ISL_857299_2020-12-23	ncov	2020-12-23	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-002068/2020_EPI_ISL_857300_2020-12-23	ncov	2020-12-23	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-002070/2020_EPI_ISL_857301_2020-12-23	ncov	2020-12-23	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002063/2020_EPI_ISL_857302_2020-12-22	ncov	2020-12-22	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-002064/2020_EPI_ISL_857303_2020-12-22	ncov	2020-12-22	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002069/2020_EPI_ISL_857304_2020-12-22	ncov	2020-12-22	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-002071/2020_EPI_ISL_857305_2020-12-22	ncov	2020-12-22	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-002072/2020_EPI_ISL_857306_2020-12-22	ncov	2020-12-22	North America	?	2030-03-22	B.1.311
hCoV-19/USA/NY-NYCPHL-002073/2020_EPI_ISL_857307_2020-12-18	ncov	2020-12-18	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-002359/2021_EPI_ISL_861332_2021-01-11	ncov	2021-01-11	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003792/2021_EPI_ISL_1261846_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003712/2021_EPI_ISL_1261847_2021-03-04	ncov	2021-03-04	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003721/2021_EPI_ISL_1261848_2021-03-04	ncov	2021-03-04	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003723/2021_EPI_ISL_1261849_2021-03-04	ncov	2021-03-04	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003698/2021_EPI_ISL_1261850_2021-03-03	ncov	2021-03-03	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003705/2021_EPI_ISL_1261851_2021-03-03	ncov	2021-03-03	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003695/2021_EPI_ISL_1261852_2021-03-02	ncov	2021-03-02	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003746/2021_EPI_ISL_1261853_2021-03-02	ncov	2021-03-02	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003747/2021_EPI_ISL_1261854_2021-03-02	ncov	2021-03-02	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003756/2021_EPI_ISL_1261855_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	R.1
hCoV-19/USA/NY-NYCPHL-003726/2021_EPI_ISL_1261856_2021-03-04	ncov	2021-03-04	North America	?	2030-03-22	R.1
hCoV-19/USA/NY-NYCPHL-003781/2021_EPI_ISL_1261857_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003790/2021_EPI_ISL_1261858_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1.1.222
hCoV-19/USA/NY-NYCPHL-003768/2021_EPI_ISL_1261859_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.111
hCoV-19/USA/NY-NYCPHL-003728/2021_EPI_ISL_1261860_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003735/2021_EPI_ISL_1261861_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003738/2021_EPI_ISL_1261862_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1.1.51
hCoV-19/USA/NY-NYCPHL-003739/2021_EPI_ISL_1261863_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003725/2021_EPI_ISL_1261864_2021-03-04	ncov	2021-03-04	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003753/2021_EPI_ISL_1261865_2021-03-04	ncov	2021-03-04	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003702/2021_EPI_ISL_1261866_2021-03-03	ncov	2021-03-03	North America	?	2030-03-22	B.1.111
hCoV-19/USA/NY-NYCPHL-003744/2021_EPI_ISL_1261867_2021-02-27	ncov	2021-02-27	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003801/2021_EPI_ISL_1337500_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003824/2021_EPI_ISL_1337501_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003886/2021_EPI_ISL_1337502_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003895/2021_EPI_ISL_1337503_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003906/2021_EPI_ISL_1337504_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003857/2021_EPI_ISL_1337505_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003929/2021_EPI_ISL_1337506_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003914/2021_EPI_ISL_1337507_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003833/2021_EPI_ISL_1337508_2021-03-11	ncov	2021-03-11	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003802/2021_EPI_ISL_1337509_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003803/2021_EPI_ISL_1337510_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003839/2021_EPI_ISL_1337511_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003841/2021_EPI_ISL_1337512_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003877/2021_EPI_ISL_1337513_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003884/2021_EPI_ISL_1337514_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003915/2021_EPI_ISL_1337515_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003874/2021_EPI_ISL_1337516_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003787/2021_EPI_ISL_1337517_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003865/2021_EPI_ISL_1337518_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003871/2021_EPI_ISL_1337519_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003827/2021_EPI_ISL_1337520_2021-03-11	ncov	2021-03-11	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003844/2021_EPI_ISL_1337521_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003856/2021_EPI_ISL_1337522_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003771/2021_EPI_ISL_1337523_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003866/2021_EPI_ISL_1337524_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003807/2021_EPI_ISL_1337525_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003815/2021_EPI_ISL_1337526_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003869/2021_EPI_ISL_1337527_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003819/2021_EPI_ISL_1337528_2021-03-11	ncov	2021-03-11	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003870/2021_EPI_ISL_1337529_2021-03-11	ncov	2021-03-11	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003837/2021_EPI_ISL_1337530_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003840/2021_EPI_ISL_1337531_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003842/2021_EPI_ISL_1337532_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003843/2021_EPI_ISL_1337533_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003845/2021_EPI_ISL_1337534_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003849/2021_EPI_ISL_1337535_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003854/2021_EPI_ISL_1337536_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003858/2021_EPI_ISL_1337537_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003859/2021_EPI_ISL_1337538_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003899/2021_EPI_ISL_1337539_2021-03-13	ncov	2021-03-13	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003888/2021_EPI_ISL_1337540_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003795/2021_EPI_ISL_1337541_2021-03-07	ncov	2021-03-07	North America	?	2030-03-22	B.1.1.222
hCoV-19/USA/NY-NYCPHL-003779/2021_EPI_ISL_1337542_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003814/2021_EPI_ISL_1337543_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003818/2021_EPI_ISL_1337544_2021-03-11	ncov	2021-03-11	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003828/2021_EPI_ISL_1337545_2021-03-11	ncov	2021-03-11	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003872/2021_EPI_ISL_1337546_2021-03-11	ncov	2021-03-11	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-003851/2021_EPI_ISL_1337547_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003853/2021_EPI_ISL_1337548_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003855/2021_EPI_ISL_1337549_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003905/2021_EPI_ISL_1337550_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1.429
hCoV-19/USA/NY-NYCPHL-003913/2021_EPI_ISL_1337551_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000274/2020_EPI_ISL_631800_2020-03-18	ncov	2020-03-18	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000275/2020_EPI_ISL_631801_2020-03-18	ncov	2020-03-18	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000276/2020_EPI_ISL_631802_2020-03-19	ncov	2020-03-19	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000277/2020_EPI_ISL_631803_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000278/2020_EPI_ISL_631804_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000279/2020_EPI_ISL_631805_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000280/2020_EPI_ISL_631806_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000281/2020_EPI_ISL_631807_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1.332
hCoV-19/USA/NY-NYCPHL-000284/2020_EPI_ISL_631810_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000285/2020_EPI_ISL_631811_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1.332
hCoV-19/USA/NY-NYCPHL-000286/2020_EPI_ISL_631812_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000287/2020_EPI_ISL_631813_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000288/2020_EPI_ISL_631814_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000289/2020_EPI_ISL_631815_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1.332
hCoV-19/USA/NY-NYCPHL-000290/2020_EPI_ISL_631816_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	A.3
hCoV-19/USA/NY-NYCPHL-000291/2020_EPI_ISL_631817_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000292/2020_EPI_ISL_631818_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000293/2020_EPI_ISL_631819_2020-03-22	ncov	2020-03-22	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000317/2020_EPI_ISL_631842_2020-04-28	ncov	2020-04-28	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000319/2020_EPI_ISL_631843_2020-04-30	ncov	2020-04-30	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000325/2020_EPI_ISL_631844_2020-04-30	ncov	2020-04-30	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000332/2020_EPI_ISL_631845_2020-05-04	ncov	2020-05-04	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000333/2020_EPI_ISL_631846_2020-05-04	ncov	2020-05-04	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000334/2020_EPI_ISL_631847_2020-04-07	ncov	2020-04-07	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000335/2020_EPI_ISL_631848_2020-04-08	ncov	2020-04-08	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000337/2020_EPI_ISL_631849_2020-04-09	ncov	2020-04-09	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000338/2020_EPI_ISL_631850_2020-04-09	ncov	2020-04-09	North America	?	2030-03-22	B.1.334
hCoV-19/USA/NY-NYCPHL-000339/2020_EPI_ISL_631851_2020-04-09	ncov	2020-04-09	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000340/2020_EPI_ISL_631852_2020-04-09	ncov	2020-04-09	North America	?	2030-03-22	B.1.319
hCoV-19/USA/NY-NYCPHL-000341/2020_EPI_ISL_631853_2020-04-10	ncov	2020-04-10	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000342/2020_EPI_ISL_631854_2020-04-10	ncov	2020-04-10	North America	?	2030-03-22	B.1.302
hCoV-19/USA/NY-NYCPHL-000343/2020_EPI_ISL_631855_2020-04-10	ncov	2020-04-10	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000345/2020_EPI_ISL_631856_2020-04-20	ncov	2020-04-20	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000348/2020_EPI_ISL_631857_2020-04-22	ncov	2020-04-22	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000349/2020_EPI_ISL_631858_2020-04-24	ncov	2020-04-24	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000350/2020_EPI_ISL_631859_2020-04-25	ncov	2020-04-25	North America	?	2030-03-22	B.1.108
hCoV-19/USA/NY-NYCPHL-000353/2020_EPI_ISL_631860_2020-03-08	ncov	2020-03-08	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000354/2020_EPI_ISL_631861_2020-03-10	ncov	2020-03-10	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000356/2020_EPI_ISL_631862_2020-03-11	ncov	2020-03-11	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000357/2020_EPI_ISL_631863_2020-03-11	ncov	2020-03-11	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000360/2020_EPI_ISL_631864_2020-03-12	ncov	2020-03-12	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000361/2020_EPI_ISL_631865_2020-03-12	ncov	2020-03-12	North America	?	2030-03-22	B
hCoV-19/USA/NY-NYCPHL-000363/2020_EPI_ISL_631866_2020-03-13	ncov	2020-03-13	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000364/2020_EPI_ISL_631867_2020-03-13	ncov	2020-03-13	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000368/2020_EPI_ISL_631868_2020-03-15	ncov	2020-03-15	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000369/2020_EPI_ISL_631869_2020-03-16	ncov	2020-03-16	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000372/2020_EPI_ISL_631870_2020-03-20	ncov	2020-03-20	North America	?	2030-03-22	B.1.332
hCoV-19/USA/NY-NYCPHL-000376/2020_EPI_ISL_631871_2020-03-21	ncov	2020-03-21	North America	?	2030-03-22	B.1.332
hCoV-19/USA/NY-NYCPHL-000378/2020_EPI_ISL_631872_2020-03-23	ncov	2020-03-23	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000379/2020_EPI_ISL_631873_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000381/2020_EPI_ISL_631874_2020-03-28	ncov	2020-03-28	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000383/2020_EPI_ISL_631875_2020-03-29	ncov	2020-03-29	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000390/2020_EPI_ISL_631876_2020-04-05	ncov	2020-04-05	North America	?	2030-03-22	B.1
